Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Portland Trail Blazers,108,Denver Nuggets,106,Away,1986,Portland Trail Blazers
Chicago Bulls,131,Boston Celtics,135,Home,1986,Boston Celtics
Boston Celtics,122,Chicago Bulls,104,Away,1986,Boston Celtics
Atlanta Hawks,97,Detroit Pistons,106,Home,1986,Detroit Pistons
Denver Nuggets,115,Portland Trail Blazers,104,Away,1986,Denver Nuggets
Houston Rockets,113,Sacramento Kings,98,Away,1986,Houston Rockets
Philadelphia 76ers,91,Washington Bullets,86,Away,1986,Philadelphia 76ers
Milwaukee Bucks,118,New Jersey Nets,113,Away,1986,Milwaukee Bucks
Los Angeles Lakers,114,San Antonio Spurs,94,Away,1986,Los Angeles Lakers
Dallas Mavericks,98,Utah Jazz,100,Home,1986,Utah Jazz
Denver Nuggets,116,Portland Trail Blazers,112,Away,1986,Denver Nuggets
Philadelphia 76ers,111,Washington Bullets,116,Home,1986,Washington Bullets
Atlanta Hawks,114,Detroit Pistons,113,Away,1986,Atlanta Hawks
Dallas Mavericks,117,Utah Jazz,113,Away,1986,Dallas Mavericks
Denver Nuggets,119,Houston Rockets,126,Home,1986,Houston Rockets
Atlanta Hawks,91,Boston Celtics,103,Home,1986,Boston Celtics
Dallas Mavericks,116,Los Angeles Lakers,130,Home,1986,Los Angeles Lakers
Washington Bullets,109,Philadelphia 76ers,134,Home,1986,Philadelphia 76ers
Philadelphia 76ers,118,Milwaukee Bucks,112,Away,1986,Philadelphia 76ers
Atlanta Hawks,108,Boston Celtics,119,Home,1986,Boston Celtics
Denver Nuggets,101,Houston Rockets,119,Home,1986,Houston Rockets
Dallas Mavericks,113,Los Angeles Lakers,117,Home,1986,Los Angeles Lakers
Philadelphia 76ers,107,Milwaukee Bucks,119,Home,1986,Milwaukee Bucks
Boston Celtics,111,Atlanta Hawks,107,Away,1986,Boston Celtics
Los Angeles Lakers,108,Dallas Mavericks,110,Home,1986,Dallas Mavericks
Houston Rockets,115,Denver Nuggets,116,Home,1986,Denver Nuggets
Milwaukee Bucks,103,Philadelphia 76ers,107,Home,1986,Philadelphia 76ers
Boston Celtics,94,Atlanta Hawks,106,Home,1986,Atlanta Hawks
Los Angeles Lakers,118,Dallas Mavericks,120,Home,1986,Dallas Mavericks
Houston Rockets,111,Denver Nuggets,114,Home,1986,Denver Nuggets
Milwaukee Bucks,109,Philadelphia 76ers,104,Away,1986,Milwaukee Bucks
Atlanta Hawks,99,Boston Celtics,132,Home,1986,Boston Celtics
Denver Nuggets,103,Houston Rockets,131,Home,1986,Houston Rockets
Dallas Mavericks,113,Los Angeles Lakers,116,Home,1986,Los Angeles Lakers
Philadelphia 76ers,108,Milwaukee Bucks,113,Home,1986,Milwaukee Bucks
Houston Rockets,126,Denver Nuggets,122,Away,1986,Houston Rockets
Los Angeles Lakers,120,Dallas Mavericks,107,Away,1986,Los Angeles Lakers
Milwaukee Bucks,108,Philadelphia 76ers,126,Home,1986,Philadelphia 76ers
Houston Rockets,107,Los Angeles Lakers,119,Home,1986,Los Angeles Lakers
Philadelphia 76ers,112,Milwaukee Bucks,113,Home,1986,Milwaukee Bucks
Milwaukee Bucks,96,Boston Celtics,128,Home,1986,Boston Celtics
Houston Rockets,112,Los Angeles Lakers,102,Away,1986,Houston Rockets
Milwaukee Bucks,111,Boston Celtics,122,Home,1986,Boston Celtics
Los Angeles Lakers,109,Houston Rockets,117,Home,1986,Houston Rockets
Boston Celtics,111,Milwaukee Bucks,107,Away,1986,Boston Celtics
Los Angeles Lakers,95,Houston Rockets,105,Home,1986,Houston Rockets
Boston Celtics,111,Milwaukee Bucks,98,Away,1986,Boston Celtics
Houston Rockets,114,Los Angeles Lakers,112,Away,1986,Houston Rockets
Houston Rockets,100,Boston Celtics,112,Home,1986,Boston Celtics
Houston Rockets,95,Boston Celtics,117,Home,1986,Boston Celtics
Boston Celtics,104,Houston Rockets,106,Home,1986,Houston Rockets
Boston Celtics,106,Houston Rockets,103,Away,1986,Boston Celtics
Boston Celtics,96,Houston Rockets,111,Home,1986,Houston Rockets
Houston Rockets,97,Boston Celtics,114,Home,1986,Boston Celtics
Seattle SuperSonics,129,Dallas Mavericks,151,Home,1987,Dallas Mavericks
Chicago Bulls,104,Boston Celtics,108,Home,1987,Boston Celtics
Golden State Warriors,85,Utah Jazz,99,Home,1987,Utah Jazz
Denver Nuggets,95,Los Angeles Lakers,128,Home,1987,Los Angeles Lakers
Indiana Pacers,94,Atlanta Hawks,110,Home,1987,Atlanta Hawks
Washington Bullets,92,Detroit Pistons,106,Home,1987,Detroit Pistons
Philadelphia 76ers,104,Milwaukee Bucks,107,Home,1987,Milwaukee Bucks
Houston Rockets,125,Portland Trail Blazers,115,Away,1987,Houston Rockets
Seattle SuperSonics,112,Dallas Mavericks,110,Away,1987,Seattle SuperSonics
Denver Nuggets,127,Los Angeles Lakers,139,Home,1987,Los Angeles Lakers
Golden State Warriors,100,Utah Jazz,103,Home,1987,Utah Jazz
Chicago Bulls,96,Boston Celtics,105,Home,1987,Boston Celtics
Houston Rockets,98,Portland Trail Blazers,111,Home,1987,Portland Trail Blazers
Philadelphia 76ers,125,Milwaukee Bucks,122,Away,1987,Philadelphia 76ers
Washington Bullets,85,Detroit Pistons,128,Home,1987,Detroit Pistons
Indiana Pacers,93,Atlanta Hawks,94,Home,1987,Atlanta Hawks
Boston Celtics,105,Chicago Bulls,94,Away,1987,Boston Celtics
Portland Trail Blazers,108,Houston Rockets,117,Home,1987,Houston Rockets
Dallas Mavericks,107,Seattle SuperSonics,117,Home,1987,Seattle SuperSonics
Los Angeles Lakers,140,Denver Nuggets,103,Away,1987,Los Angeles Lakers
Detroit Pistons,97,Washington Bullets,96,Away,1987,Detroit Pistons
Milwaukee Bucks,121,Philadelphia 76ers,120,Away,1987,Milwaukee Bucks
Atlanta Hawks,87,Indiana Pacers,96,Home,1987,Indiana Pacers
Utah Jazz,95,Golden State Warriors,110,Home,1987,Golden State Warriors
Portland Trail Blazers,101,Houston Rockets,113,Home,1987,Houston Rockets
Dallas Mavericks,98,Seattle SuperSonics,124,Home,1987,Seattle SuperSonics
Utah Jazz,94,Golden State Warriors,98,Home,1987,Golden State Warriors
Atlanta Hawks,101,Indiana Pacers,97,Away,1987,Atlanta Hawks
Milwaukee Bucks,118,Philadelphia 76ers,124,Home,1987,Philadelphia 76ers
Seattle SuperSonics,111,Houston Rockets,106,Away,1987,Seattle SuperSonics
Detroit Pistons,112,Atlanta Hawks,111,Away,1987,Detroit Pistons
Philadelphia 76ers,89,Milwaukee Bucks,102,Home,1987,Milwaukee Bucks
Golden State Warriors,118,Utah Jazz,113,Away,1987,Golden State Warriors
Golden State Warriors,116,Los Angeles Lakers,125,Home,1987,Los Angeles Lakers
Seattle SuperSonics,99,Houston Rockets,97,Away,1987,Seattle SuperSonics
Detroit Pistons,102,Atlanta Hawks,115,Home,1987,Atlanta Hawks
Milwaukee Bucks,98,Boston Celtics,111,Home,1987,Boston Celtics
Milwaukee Bucks,124,Boston Celtics,126,Home,1987,Boston Celtics
Golden State Warriors,101,Los Angeles Lakers,116,Home,1987,Los Angeles Lakers
Houston Rockets,102,Seattle SuperSonics,84,Away,1987,Houston Rockets
Atlanta Hawks,99,Detroit Pistons,108,Home,1987,Detroit Pistons
Boston Celtics,121,Milwaukee Bucks,126,Home,1987,Milwaukee Bucks
Los Angeles Lakers,133,Golden State Warriors,108,Away,1987,Los Angeles Lakers
Houston Rockets,102,Seattle SuperSonics,117,Home,1987,Seattle SuperSonics
Los Angeles Lakers,121,Golden State Warriors,129,Home,1987,Golden State Warriors
Boston Celtics,138,Milwaukee Bucks,137,Away,1987,Boston Celtics
Atlanta Hawks,88,Detroit Pistons,89,Home,1987,Detroit Pistons
Seattle SuperSonics,107,Houston Rockets,112,Home,1987,Houston Rockets
Golden State Warriors,106,Los Angeles Lakers,118,Home,1987,Los Angeles Lakers
Detroit Pistons,104,Atlanta Hawks,96,Away,1987,Detroit Pistons
Milwaukee Bucks,129,Boston Celtics,124,Away,1987,Milwaukee Bucks
Houston Rockets,125,Seattle SuperSonics,128,Home,1987,Seattle SuperSonics
Boston Celtics,111,Milwaukee Bucks,121,Home,1987,Milwaukee Bucks
Seattle SuperSonics,87,Los Angeles Lakers,92,Home,1987,Los Angeles Lakers
Milwaukee Bucks,113,Boston Celtics,119,Home,1987,Boston Celtics
Detroit Pistons,91,Boston Celtics,104,Home,1987,Boston Celtics
Seattle SuperSonics,104,Los Angeles Lakers,112,Home,1987,Los Angeles Lakers
Detroit Pistons,101,Boston Celtics,110,Home,1987,Boston Celtics
Boston Celtics,104,Detroit Pistons,122,Home,1987,Detroit Pistons
Los Angeles Lakers,122,Seattle SuperSonics,121,Away,1987,Los Angeles Lakers
Boston Celtics,119,Detroit Pistons,145,Home,1987,Detroit Pistons
Los Angeles Lakers,133,Seattle SuperSonics,102,Away,1987,Los Angeles Lakers
Detroit Pistons,107,Boston Celtics,108,Home,1987,Boston Celtics
Boston Celtics,105,Detroit Pistons,113,Home,1987,Detroit Pistons
Detroit Pistons,114,Boston Celtics,117,Home,1987,Boston Celtics
Boston Celtics,113,Los Angeles Lakers,126,Home,1987,Los Angeles Lakers
Boston Celtics,122,Los Angeles Lakers,141,Home,1987,Los Angeles Lakers
Los Angeles Lakers,103,Boston Celtics,109,Home,1987,Boston Celtics
Los Angeles Lakers,107,Boston Celtics,106,Away,1987,Los Angeles Lakers
Los Angeles Lakers,108,Boston Celtics,123,Home,1987,Boston Celtics
Boston Celtics,93,Los Angeles Lakers,106,Home,1987,Los Angeles Lakers
Houston Rockets,110,Dallas Mavericks,120,Home,1988,Dallas Mavericks
Cleveland Cavaliers,93,Chicago Bulls,104,Home,1988,Chicago Bulls
Utah Jazz,96,Portland Trail Blazers,108,Home,1988,Portland Trail Blazers
Washington Bullets,87,Detroit Pistons,96,Home,1988,Detroit Pistons
Milwaukee Bucks,107,Atlanta Hawks,110,Home,1988,Atlanta Hawks
San Antonio Spurs,110,Los Angeles Lakers,122,Home,1988,Los Angeles Lakers
New York Knicks,92,Boston Celtics,112,Home,1988,Boston Celtics
Seattle SuperSonics,123,Denver Nuggets,126,Home,1988,Denver Nuggets
Houston Rockets,119,Dallas Mavericks,108,Away,1988,Houston Rockets
Washington Bullets,101,Detroit Pistons,102,Home,1988,Detroit Pistons
Utah Jazz,114,Portland Trail Blazers,105,Away,1988,Utah Jazz
Seattle SuperSonics,111,Denver Nuggets,91,Away,1988,Seattle SuperSonics
San Antonio Spurs,112,Los Angeles Lakers,130,Home,1988,Los Angeles Lakers
Cleveland Cavaliers,101,Chicago Bulls,106,Home,1988,Chicago Bulls
New York Knicks,102,Boston Celtics,128,Home,1988,Boston Celtics
Milwaukee Bucks,97,Atlanta Hawks,104,Home,1988,Atlanta Hawks
Detroit Pistons,106,Washington Bullets,114,Home,1988,Washington Bullets
Chicago Bulls,102,Cleveland Cavaliers,110,Home,1988,Cleveland Cavaliers
Dallas Mavericks,93,Houston Rockets,92,Away,1988,Dallas Mavericks
Los Angeles Lakers,109,San Antonio Spurs,107,Away,1988,Los Angeles Lakers
Denver Nuggets,125,Seattle SuperSonics,114,Away,1988,Denver Nuggets
Detroit Pistons,103,Washington Bullets,106,Home,1988,Washington Bullets
Boston Celtics,100,New York Knicks,109,Home,1988,New York Knicks
Atlanta Hawks,115,Milwaukee Bucks,123,Home,1988,Milwaukee Bucks
Portland Trail Blazers,108,Utah Jazz,113,Home,1988,Utah Jazz
Chicago Bulls,91,Cleveland Cavaliers,97,Home,1988,Cleveland Cavaliers
Dallas Mavericks,107,Houston Rockets,97,Away,1988,Dallas Mavericks
Denver Nuggets,117,Seattle SuperSonics,127,Home,1988,Seattle SuperSonics
Atlanta Hawks,99,Milwaukee Bucks,105,Home,1988,Milwaukee Bucks
Boston Celtics,102,New York Knicks,94,Away,1988,Boston Celtics
Portland Trail Blazers,96,Utah Jazz,111,Home,1988,Utah Jazz
Seattle SuperSonics,96,Denver Nuggets,115,Home,1988,Denver Nuggets
Milwaukee Bucks,111,Atlanta Hawks,121,Home,1988,Atlanta Hawks
Utah Jazz,91,Los Angeles Lakers,110,Home,1988,Los Angeles Lakers
Washington Bullets,78,Detroit Pistons,99,Home,1988,Detroit Pistons
Cleveland Cavaliers,101,Chicago Bulls,107,Home,1988,Chicago Bulls
Dallas Mavericks,115,Denver Nuggets,126,Home,1988,Denver Nuggets
Chicago Bulls,82,Detroit Pistons,93,Home,1988,Detroit Pistons
Utah Jazz,101,Los Angeles Lakers,97,Away,1988,Utah Jazz
Atlanta Hawks,101,Boston Celtics,110,Home,1988,Boston Celtics
Dallas Mavericks,112,Denver Nuggets,108,Away,1988,Dallas Mavericks
Chicago Bulls,105,Detroit Pistons,95,Away,1988,Chicago Bulls
Atlanta Hawks,97,Boston Celtics,108,Home,1988,Boston Celtics
Los Angeles Lakers,89,Utah Jazz,96,Home,1988,Utah Jazz
Detroit Pistons,101,Chicago Bulls,79,Away,1988,Detroit Pistons
Denver Nuggets,107,Dallas Mavericks,105,Away,1988,Denver Nuggets
Boston Celtics,92,Atlanta Hawks,110,Home,1988,Atlanta Hawks
Detroit Pistons,96,Chicago Bulls,77,Away,1988,Detroit Pistons
Denver Nuggets,103,Dallas Mavericks,124,Home,1988,Dallas Mavericks
Los Angeles Lakers,113,Utah Jazz,100,Away,1988,Los Angeles Lakers
Boston Celtics,109,Atlanta Hawks,118,Home,1988,Atlanta Hawks
Utah Jazz,109,Los Angeles Lakers,111,Home,1988,Los Angeles Lakers
Dallas Mavericks,110,Denver Nuggets,106,Away,1988,Dallas Mavericks
Atlanta Hawks,112,Boston Celtics,104,Away,1988,Atlanta Hawks
Chicago Bulls,95,Detroit Pistons,102,Home,1988,Detroit Pistons
Denver Nuggets,95,Dallas Mavericks,108,Home,1988,Dallas Mavericks
Los Angeles Lakers,80,Utah Jazz,108,Home,1988,Utah Jazz
Boston Celtics,102,Atlanta Hawks,100,Away,1988,Boston Celtics
Utah Jazz,98,Los Angeles Lakers,109,Home,1988,Los Angeles Lakers
Atlanta Hawks,116,Boston Celtics,118,Home,1988,Boston Celtics
Dallas Mavericks,98,Los Angeles Lakers,113,Home,1988,Los Angeles Lakers
Dallas Mavericks,101,Los Angeles Lakers,123,Home,1988,Los Angeles Lakers
Detroit Pistons,104,Boston Celtics,96,Away,1988,Detroit Pistons
Detroit Pistons,115,Boston Celtics,119,Home,1988,Boston Celtics
Los Angeles Lakers,94,Dallas Mavericks,106,Home,1988,Dallas Mavericks
Boston Celtics,94,Detroit Pistons,98,Home,1988,Detroit Pistons
Los Angeles Lakers,104,Dallas Mavericks,118,Home,1988,Dallas Mavericks
Boston Celtics,79,Detroit Pistons,78,Away,1988,Boston Celtics
Dallas Mavericks,102,Los Angeles Lakers,119,Home,1988,Los Angeles Lakers
Detroit Pistons,102,Boston Celtics,96,Away,1988,Detroit Pistons
Los Angeles Lakers,103,Dallas Mavericks,105,Home,1988,Dallas Mavericks
Boston Celtics,90,Detroit Pistons,95,Home,1988,Detroit Pistons
Dallas Mavericks,102,Los Angeles Lakers,117,Home,1988,Los Angeles Lakers
Detroit Pistons,105,Los Angeles Lakers,93,Away,1988,Detroit Pistons
Detroit Pistons,96,Los Angeles Lakers,108,Home,1988,Los Angeles Lakers
Los Angeles Lakers,99,Detroit Pistons,86,Away,1988,Los Angeles Lakers
Los Angeles Lakers,86,Detroit Pistons,111,Home,1988,Detroit Pistons
Los Angeles Lakers,94,Detroit Pistons,104,Home,1988,Detroit Pistons
Detroit Pistons,102,Los Angeles Lakers,103,Home,1988,Los Angeles Lakers
Detroit Pistons,105,Los Angeles Lakers,108,Home,1988,Los Angeles Lakers
Portland Trail Blazers,108,Los Angeles Lakers,128,Home,1989,Los Angeles Lakers
Milwaukee Bucks,92,Atlanta Hawks,100,Home,1989,Atlanta Hawks
Golden State Warriors,123,Utah Jazz,119,Away,1989,Golden State Warriors
Philadelphia 76ers,96,New York Knicks,102,Home,1989,New York Knicks
Chicago Bulls,95,Cleveland Cavaliers,88,Away,1989,Chicago Bulls
Boston Celtics,91,Detroit Pistons,101,Home,1989,Detroit Pistons
Denver Nuggets,103,Phoenix Suns,104,Home,1989,Phoenix Suns
Houston Rockets,107,Seattle SuperSonics,111,Home,1989,Seattle SuperSonics
Milwaukee Bucks,108,Atlanta Hawks,98,Away,1989,Milwaukee Bucks
Philadelphia 76ers,106,New York Knicks,107,Home,1989,New York Knicks
Golden State Warriors,99,Utah Jazz,91,Away,1989,Golden State Warriors
Chicago Bulls,88,Cleveland Cavaliers,96,Home,1989,Cleveland Cavaliers
Boston Celtics,95,Detroit Pistons,102,Home,1989,Detroit Pistons
Portland Trail Blazers,105,Los Angeles Lakers,113,Home,1989,Los Angeles Lakers
Denver Nuggets,114,Phoenix Suns,132,Home,1989,Phoenix Suns
Houston Rockets,97,Seattle SuperSonics,109,Home,1989,Seattle SuperSonics
Phoenix Suns,130,Denver Nuggets,121,Away,1989,Phoenix Suns
New York Knicks,116,Philadelphia 76ers,115,Away,1989,New York Knicks
Atlanta Hawks,113,Milwaukee Bucks,117,Home,1989,Milwaukee Bucks
Utah Jazz,106,Golden State Warriors,120,Home,1989,Golden State Warriors
Detroit Pistons,100,Boston Celtics,85,Away,1989,Detroit Pistons
Cleveland Cavaliers,94,Chicago Bulls,101,Home,1989,Chicago Bulls
Seattle SuperSonics,107,Houston Rockets,126,Home,1989,Houston Rockets
Los Angeles Lakers,116,Portland Trail Blazers,108,Away,1989,Los Angeles Lakers
Cleveland Cavaliers,108,Chicago Bulls,105,Away,1989,Cleveland Cavaliers
Seattle SuperSonics,98,Houston Rockets,96,Away,1989,Seattle SuperSonics
Atlanta Hawks,113,Milwaukee Bucks,106,Away,1989,Atlanta Hawks
Golden State Warriors,103,Phoenix Suns,130,Home,1989,Phoenix Suns
Milwaukee Bucks,96,Atlanta Hawks,92,Away,1989,Milwaukee Bucks
Chicago Bulls,101,Cleveland Cavaliers,100,Away,1989,Chicago Bulls
Seattle SuperSonics,102,Los Angeles Lakers,113,Home,1989,Los Angeles Lakers
Chicago Bulls,120,New York Knicks,109,Away,1989,Chicago Bulls
Golden State Warriors,127,Phoenix Suns,122,Away,1989,Golden State Warriors
Milwaukee Bucks,80,Detroit Pistons,85,Home,1989,Detroit Pistons
Seattle SuperSonics,108,Los Angeles Lakers,130,Home,1989,Los Angeles Lakers
Phoenix Suns,113,Golden State Warriors,104,Away,1989,Phoenix Suns
Chicago Bulls,97,New York Knicks,114,Home,1989,New York Knicks
Milwaukee Bucks,92,Detroit Pistons,112,Home,1989,Detroit Pistons
Los Angeles Lakers,91,Seattle SuperSonics,86,Away,1989,Los Angeles Lakers
New York Knicks,88,Chicago Bulls,111,Home,1989,Chicago Bulls
Phoenix Suns,135,Golden State Warriors,99,Away,1989,Phoenix Suns
New York Knicks,93,Chicago Bulls,106,Home,1989,Chicago Bulls
Detroit Pistons,110,Milwaukee Bucks,90,Away,1989,Detroit Pistons
Los Angeles Lakers,97,Seattle SuperSonics,95,Away,1989,Los Angeles Lakers
Detroit Pistons,96,Milwaukee Bucks,94,Away,1989,Detroit Pistons
Chicago Bulls,114,New York Knicks,121,Home,1989,New York Knicks
Golden State Warriors,104,Phoenix Suns,116,Home,1989,Phoenix Suns
New York Knicks,111,Chicago Bulls,113,Home,1989,Chicago Bulls
Phoenix Suns,119,Los Angeles Lakers,127,Home,1989,Los Angeles Lakers
Chicago Bulls,94,Detroit Pistons,88,Away,1989,Chicago Bulls
Chicago Bulls,91,Detroit Pistons,100,Home,1989,Detroit Pistons
Phoenix Suns,95,Los Angeles Lakers,101,Home,1989,Los Angeles Lakers
Los Angeles Lakers,110,Phoenix Suns,107,Away,1989,Los Angeles Lakers
Detroit Pistons,97,Chicago Bulls,99,Home,1989,Chicago Bulls
Los Angeles Lakers,122,Phoenix Suns,117,Away,1989,Los Angeles Lakers
Detroit Pistons,86,Chicago Bulls,80,Away,1989,Detroit Pistons
Chicago Bulls,85,Detroit Pistons,94,Home,1989,Detroit Pistons
Detroit Pistons,103,Chicago Bulls,94,Away,1989,Detroit Pistons
Los Angeles Lakers,97,Detroit Pistons,109,Home,1989,Detroit Pistons
Los Angeles Lakers,105,Detroit Pistons,108,Home,1989,Detroit Pistons
Detroit Pistons,114,Los Angeles Lakers,110,Away,1989,Detroit Pistons
Detroit Pistons,105,Los Angeles Lakers,97,Away,1989,Detroit Pistons
Indiana Pacers,92,Detroit Pistons,104,Home,1990,Detroit Pistons
New York Knicks,105,Boston Celtics,116,Home,1990,Boston Celtics
Denver Nuggets,103,San Antonio Spurs,119,Home,1990,San Antonio Spurs
Cleveland Cavaliers,106,Philadelphia 76ers,111,Home,1990,Philadelphia 76ers
Dallas Mavericks,102,Portland Trail Blazers,109,Home,1990,Portland Trail Blazers
Milwaukee Bucks,97,Chicago Bulls,111,Home,1990,Chicago Bulls
Houston Rockets,89,Los Angeles Lakers,101,Home,1990,Los Angeles Lakers
Phoenix Suns,96,Utah Jazz,113,Home,1990,Utah Jazz
New York Knicks,128,Boston Celtics,157,Home,1990,Boston Celtics
Indiana Pacers,87,Detroit Pistons,100,Home,1990,Detroit Pistons
Dallas Mavericks,107,Portland Trail Blazers,114,Home,1990,Portland Trail Blazers
Denver Nuggets,120,San Antonio Spurs,129,Home,1990,San Antonio Spurs
Milwaukee Bucks,102,Chicago Bulls,109,Home,1990,Chicago Bulls
Houston Rockets,100,Los Angeles Lakers,104,Home,1990,Los Angeles Lakers
Cleveland Cavaliers,101,Philadelphia 76ers,107,Home,1990,Philadelphia 76ers
Phoenix Suns,105,Utah Jazz,87,Away,1990,Phoenix Suns
Los Angeles Lakers,108,Houston Rockets,114,Home,1990,Houston Rockets
Chicago Bulls,112,Milwaukee Bucks,119,Home,1990,Milwaukee Bucks
Detroit Pistons,108,Indiana Pacers,96,Away,1990,Detroit Pistons
San Antonio Spurs,131,Denver Nuggets,120,Away,1990,San Antonio Spurs
Portland Trail Blazers,106,Dallas Mavericks,92,Away,1990,Portland Trail Blazers
Philadelphia 76ers,95,Cleveland Cavaliers,122,Home,1990,Cleveland Cavaliers
Boston Celtics,99,New York Knicks,102,Home,1990,New York Knicks
Utah Jazz,105,Phoenix Suns,120,Home,1990,Phoenix Suns
Philadelphia 76ers,96,Cleveland Cavaliers,108,Home,1990,Cleveland Cavaliers
Los Angeles Lakers,109,Houston Rockets,88,Away,1990,Los Angeles Lakers
Chicago Bulls,110,Milwaukee Bucks,86,Away,1990,Chicago Bulls
Boston Celtics,108,New York Knicks,135,Home,1990,New York Knicks
Utah Jazz,105,Phoenix Suns,94,Away,1990,Utah Jazz
Cleveland Cavaliers,97,Philadelphia 76ers,113,Home,1990,Philadelphia 76ers
San Antonio Spurs,94,Portland Trail Blazers,107,Home,1990,Portland Trail Blazers
New York Knicks,121,Boston Celtics,114,Away,1990,New York Knicks
Phoenix Suns,104,Utah Jazz,102,Away,1990,Phoenix Suns
Philadelphia 76ers,85,Chicago Bulls,96,Home,1990,Chicago Bulls
San Antonio Spurs,112,Portland Trail Blazers,122,Home,1990,Portland Trail Blazers
New York Knicks,77,Detroit Pistons,112,Home,1990,Detroit Pistons
Phoenix Suns,104,Los Angeles Lakers,102,Away,1990,Phoenix Suns
Philadelphia 76ers,96,Chicago Bulls,101,Home,1990,Chicago Bulls
New York Knicks,97,Detroit Pistons,104,Home,1990,Detroit Pistons
Phoenix Suns,100,Los Angeles Lakers,124,Home,1990,Los Angeles Lakers
Portland Trail Blazers,98,San Antonio Spurs,121,Home,1990,San Antonio Spurs
Chicago Bulls,112,Philadelphia 76ers,118,Home,1990,Philadelphia 76ers
Detroit Pistons,103,New York Knicks,111,Home,1990,New York Knicks
Los Angeles Lakers,103,Phoenix Suns,117,Home,1990,Phoenix Suns
Portland Trail Blazers,105,San Antonio Spurs,115,Home,1990,San Antonio Spurs
