Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Cleveland Cavaliers,112,Golden State Warriors,97,Away,2016,Cleveland Cavaliers
Golden State Warriors,101,Cleveland Cavaliers,115,Home,2016,Cleveland Cavaliers
Cleveland Cavaliers,93,Golden State Warriors,89,Away,2016,Cleveland Cavaliers
Indiana Pacers,108,Cleveland Cavaliers,109,Home,2017,Cleveland Cavaliers
Milwaukee Bucks,97,Toronto Raptors,83,Away,2017,Milwaukee Bucks
Memphis Grizzlies,82,San Antonio Spurs,111,Home,2017,San Antonio Spurs
Utah Jazz,97,Los Angeles Clippers,95,Away,2017,Utah Jazz
Atlanta Hawks,107,Washington Wizards,114,Home,2017,Washington Wizards
Portland Trail Blazers,109,Golden State Warriors,121,Home,2017,Golden State Warriors
Chicago Bulls,106,Boston Celtics,102,Away,2017,Chicago Bulls
Oklahoma City Thunder,87,Houston Rockets,118,Home,2017,Houston Rockets
Indiana Pacers,111,Cleveland Cavaliers,117,Home,2017,Cleveland Cavaliers
Memphis Grizzlies,82,San Antonio Spurs,96,Home,2017,San Antonio Spurs
Milwaukee Bucks,100,Toronto Raptors,106,Home,2017,Toronto Raptors
Chicago Bulls,111,Boston Celtics,97,Away,2017,Chicago Bulls
Utah Jazz,91,Los Angeles Clippers,99,Home,2017,Los Angeles Clippers
Atlanta Hawks,101,Washington Wizards,109,Home,2017,Washington Wizards
Oklahoma City Thunder,111,Houston Rockets,115,Home,2017,Houston Rockets
Portland Trail Blazers,81,Golden State Warriors,110,Home,2017,Golden State Warriors
Cleveland Cavaliers,119,Indiana Pacers,114,Away,2017,Cleveland Cavaliers
Toronto Raptors,77,Milwaukee Bucks,104,Home,2017,Milwaukee Bucks
San Antonio Spurs,94,Memphis Grizzlies,105,Home,2017,Memphis Grizzlies
Boston Celtics,104,Chicago Bulls,87,Away,2017,Boston Celtics
Houston Rockets,113,Oklahoma City Thunder,115,Home,2017,Oklahoma City Thunder
Los Angeles Clippers,111,Utah Jazz,106,Away,2017,Los Angeles Clippers
Toronto Raptors,87,Milwaukee Bucks,76,Away,2017,Toronto Raptors
Washington Wizards,98,Atlanta Hawks,116,Home,2017,Atlanta Hawks
San Antonio Spurs,108,Memphis Grizzlies,110,Home,2017,Memphis Grizzlies
Golden State Warriors,119,Portland Trail Blazers,113,Away,2017,Golden State Warriors
Cleveland Cavaliers,106,Indiana Pacers,102,Away,2017,Cleveland Cavaliers
Houston Rockets,113,Oklahoma City Thunder,109,Away,2017,Houston Rockets
Boston Celtics,104,Chicago Bulls,95,Away,2017,Boston Celtics
Los Angeles Clippers,98,Utah Jazz,105,Home,2017,Utah Jazz
Milwaukee Bucks,93,Toronto Raptors,118,Home,2017,Toronto Raptors
Washington Wizards,101,Atlanta Hawks,111,Home,2017,Atlanta Hawks
Golden State Warriors,128,Portland Trail Blazers,103,Away,2017,Golden State Warriors
Oklahoma City Thunder,99,Houston Rockets,105,Home,2017,Houston Rockets
Memphis Grizzlies,103,San Antonio Spurs,116,Home,2017,San Antonio Spurs
Utah Jazz,96,Los Angeles Clippers,92,Away,2017,Utah Jazz
Atlanta Hawks,99,Washington Wizards,103,Home,2017,Washington Wizards
Chicago Bulls,97,Boston Celtics,108,Home,2017,Boston Celtics
Toronto Raptors,92,Milwaukee Bucks,89,Away,2017,Toronto Raptors
San Antonio Spurs,103,Memphis Grizzlies,96,Away,2017,San Antonio Spurs
Washington Wizards,115,Atlanta Hawks,99,Away,2017,Washington Wizards
Boston Celtics,105,Chicago Bulls,83,Away,2017,Boston Celtics
Los Angeles Clippers,98,Utah Jazz,93,Away,2017,Los Angeles Clippers
Washington Wizards,111,Boston Celtics,123,Home,2017,Boston Celtics
Utah Jazz,104,Los Angeles Clippers,91,Away,2017,Utah Jazz
Toronto Raptors,105,Cleveland Cavaliers,116,Home,2017,Cleveland Cavaliers
Houston Rockets,126,San Antonio Spurs,99,Away,2017,Houston Rockets
Washington Wizards,119,Boston Celtics,129,Home,2017,Boston Celtics
Utah Jazz,94,Golden State Warriors,106,Home,2017,Golden State Warriors
Toronto Raptors,103,Cleveland Cavaliers,125,Home,2017,Cleveland Cavaliers
Houston Rockets,96,San Antonio Spurs,121,Home,2017,San Antonio Spurs
Boston Celtics,89,Washington Wizards,116,Home,2017,Washington Wizards
Utah Jazz,104,Golden State Warriors,115,Home,2017,Golden State Warriors
Cleveland Cavaliers,115,Toronto Raptors,94,Away,2017,Cleveland Cavaliers
San Antonio Spurs,103,Houston Rockets,92,Away,2017,San Antonio Spurs
Golden State Warriors,102,Utah Jazz,91,Away,2017,Golden State Warriors
Cleveland Cavaliers,109,Toronto Raptors,102,Away,2017,Cleveland Cavaliers
Boston Celtics,102,Washington Wizards,121,Home,2017,Washington Wizards
San Antonio Spurs,104,Houston Rockets,125,Home,2017,Houston Rockets
Golden State Warriors,121,Utah Jazz,95,Away,2017,Golden State Warriors
Houston Rockets,107,San Antonio Spurs,110,Home,2017,San Antonio Spurs
Washington Wizards,101,Boston Celtics,123,Home,2017,Boston Celtics
San Antonio Spurs,114,Houston Rockets,75,Away,2017,San Antonio Spurs
Boston Celtics,91,Washington Wizards,92,Home,2017,Washington Wizards
San Antonio Spurs,111,Golden State Warriors,113,Home,2017,Golden State Warriors
Washington Wizards,105,Boston Celtics,115,Home,2017,Boston Celtics
San Antonio Spurs,100,Golden State Warriors,136,Home,2017,Golden State Warriors
Cleveland Cavaliers,117,Boston Celtics,104,Away,2017,Cleveland Cavaliers
Cleveland Cavaliers,130,Boston Celtics,86,Away,2017,Cleveland Cavaliers
Golden State Warriors,120,San Antonio Spurs,108,Away,2017,Golden State Warriors
Boston Celtics,111,Cleveland Cavaliers,108,Away,2017,Boston Celtics
Golden State Warriors,129,San Antonio Spurs,115,Away,2017,Golden State Warriors
Boston Celtics,99,Cleveland Cavaliers,112,Home,2017,Cleveland Cavaliers
Cleveland Cavaliers,135,Boston Celtics,102,Away,2017,Cleveland Cavaliers
Cleveland Cavaliers,91,Golden State Warriors,113,Home,2017,Golden State Warriors
Cleveland Cavaliers,113,Golden State Warriors,132,Home,2017,Golden State Warriors
Golden State Warriors,118,Cleveland Cavaliers,113,Away,2017,Golden State Warriors
Golden State Warriors,116,Cleveland Cavaliers,137,Home,2017,Cleveland Cavaliers
Cleveland Cavaliers,120,Golden State Warriors,129,Home,2017,Golden State Warriors
San Antonio Spurs,92,Golden State Warriors,113,Home,2018,Golden State Warriors
Washington Wizards,106,Toronto Raptors,114,Home,2018,Toronto Raptors
Miami Heat,103,Philadelphia 76ers,130,Home,2018,Philadelphia 76ers
New Orleans Pelicans,97,Portland Trail Blazers,95,Away,2018,New Orleans Pelicans
Milwaukee Bucks,107,Boston Celtics,113,Home,2018,Boston Celtics
Indiana Pacers,98,Cleveland Cavaliers,80,Away,2018,Indiana Pacers
Utah Jazz,108,Oklahoma City Thunder,116,Home,2018,Oklahoma City Thunder
Minnesota Timberwolves,101,Houston Rockets,104,Home,2018,Houston Rockets
Miami Heat,113,Philadelphia 76ers,103,Away,2018,Miami Heat
San Antonio Spurs,101,Golden State Warriors,116,Home,2018,Golden State Warriors
Washington Wizards,119,Toronto Raptors,130,Home,2018,Toronto Raptors
Milwaukee Bucks,106,Boston Celtics,120,Home,2018,Boston Celtics
New Orleans Pelicans,111,Portland Trail Blazers,102,Away,2018,New Orleans Pelicans
Indiana Pacers,97,Cleveland Cavaliers,100,Home,2018,Cleveland Cavaliers
Utah Jazz,102,Oklahoma City Thunder,95,Away,2018,Utah Jazz
Minnesota Timberwolves,82,Houston Rockets,102,Home,2018,Houston Rockets
Philadelphia 76ers,128,Miami Heat,108,Away,2018,Philadelphia 76ers
Portland Trail Blazers,102,New Orleans Pelicans,119,Home,2018,New Orleans Pelicans
Golden State Warriors,110,San Antonio Spurs,97,Away,2018,Golden State Warriors
Cleveland Cavaliers,90,Indiana Pacers,92,Home,2018,Indiana Pacers
Toronto Raptors,103,Washington Wizards,122,Home,2018,Washington Wizards
Boston Celtics,92,Milwaukee Bucks,116,Home,2018,Milwaukee Bucks
Philadelphia 76ers,106,Miami Heat,102,Away,2018,Philadelphia 76ers
Portland Trail Blazers,123,New Orleans Pelicans,131,Home,2018,New Orleans Pelicans
Houston Rockets,105,Minnesota Timberwolves,121,Home,2018,Minnesota Timberwolves
Oklahoma City Thunder,102,Utah Jazz,115,Home,2018,Utah Jazz
Boston Celtics,102,Milwaukee Bucks,104,Home,2018,Milwaukee Bucks
Golden State Warriors,90,San Antonio Spurs,103,Home,2018,San Antonio Spurs
Toronto Raptors,98,Washington Wizards,106,Home,2018,Washington Wizards
Cleveland Cavaliers,104,Indiana Pacers,100,Away,2018,Cleveland Cavaliers
Houston Rockets,119,Minnesota Timberwolves,100,Away,2018,Houston Rockets
Oklahoma City Thunder,96,Utah Jazz,113,Home,2018,Utah Jazz
Milwaukee Bucks,87,Boston Celtics,92,Home,2018,Boston Celtics
Miami Heat,91,Philadelphia 76ers,104,Home,2018,Philadelphia 76ers
San Antonio Spurs,91,Golden State Warriors,99,Home,2018,Golden State Warriors
Indiana Pacers,95,Cleveland Cavaliers,98,Home,2018,Cleveland Cavaliers
Washington Wizards,98,Toronto Raptors,108,Home,2018,Toronto Raptors
Minnesota Timberwolves,104,Houston Rockets,122,Home,2018,Houston Rockets
Utah Jazz,99,Oklahoma City Thunder,107,Home,2018,Oklahoma City Thunder
Boston Celtics,86,Milwaukee Bucks,97,Home,2018,Milwaukee Bucks
Toronto Raptors,102,Washington Wizards,92,Away,2018,Toronto Raptors
Cleveland Cavaliers,87,Indiana Pacers,121,Home,2018,Indiana Pacers
Oklahoma City Thunder,91,Utah Jazz,96,Home,2018,Utah Jazz
Milwaukee Bucks,96,Boston Celtics,112,Home,2018,Boston Celtics
New Orleans Pelicans,101,Golden State Warriors,123,Home,2018,Golden State Warriors
Indiana Pacers,101,Cleveland Cavaliers,105,Home,2018,Cleveland Cavaliers
Utah Jazz,96,Houston Rockets,110,Home,2018,Houston Rockets
Philadelphia 76ers,101,Boston Celtics,117,Home,2018,Boston Celtics
Cleveland Cavaliers,113,Toronto Raptors,112,Away,2018,Cleveland Cavaliers
New Orleans Pelicans,116,Golden State Warriors,121,Home,2018,Golden State Warriors
Utah Jazz,116,Houston Rockets,108,Away,2018,Utah Jazz
Cleveland Cavaliers,128,Toronto Raptors,110,Away,2018,Cleveland Cavaliers
Philadelphia 76ers,103,Boston Celtics,108,Home,2018,Boston Celtics
Golden State Warriors,100,New Orleans Pelicans,119,Home,2018,New Orleans Pelicans
Houston Rockets,113,Utah Jazz,92,Away,2018,Houston Rockets
Boston Celtics,101,Philadelphia 76ers,98,Away,2018,Boston Celtics
Toronto Raptors,103,Cleveland Cavaliers,105,Home,2018,Cleveland Cavaliers
Golden State Warriors,118,New Orleans Pelicans,92,Away,2018,Golden State Warriors
Houston Rockets,100,Utah Jazz,87,Away,2018,Houston Rockets
Boston Celtics,92,Philadelphia 76ers,103,Home,2018,Philadelphia 76ers
Toronto Raptors,93,Cleveland Cavaliers,128,Home,2018,Cleveland Cavaliers
Utah Jazz,102,Houston Rockets,112,Home,2018,Houston Rockets
New Orleans Pelicans,104,Golden State Warriors,113,Home,2018,Golden State Warriors
Philadelphia 76ers,112,Boston Celtics,114,Home,2018,Boston Celtics
Cleveland Cavaliers,83,Boston Celtics,108,Home,2018,Boston Celtics
Golden State Warriors,119,Houston Rockets,106,Away,2018,Golden State Warriors
Cleveland Cavaliers,94,Boston Celtics,107,Home,2018,Boston Celtics
Golden State Warriors,105,Houston Rockets,127,Home,2018,Houston Rockets
Boston Celtics,86,Cleveland Cavaliers,116,Home,2018,Cleveland Cavaliers
Houston Rockets,85,Golden State Warriors,126,Home,2018,Golden State Warriors
Boston Celtics,102,Cleveland Cavaliers,111,Home,2018,Cleveland Cavaliers
Houston Rockets,95,Golden State Warriors,92,Away,2018,Houston Rockets
Cleveland Cavaliers,83,Boston Celtics,96,Home,2018,Boston Celtics
Golden State Warriors,94,Houston Rockets,98,Home,2018,Houston Rockets
Boston Celtics,99,Cleveland Cavaliers,109,Home,2018,Cleveland Cavaliers
Houston Rockets,86,Golden State Warriors,115,Home,2018,Golden State Warriors
Cleveland Cavaliers,87,Boston Celtics,79,Away,2018,Cleveland Cavaliers
Golden State Warriors,101,Houston Rockets,92,Away,2018,Golden State Warriors
Cleveland Cavaliers,114,Golden State Warriors,124,Home,2018,Golden State Warriors
Cleveland Cavaliers,103,Golden State Warriors,122,Home,2018,Golden State Warriors
Golden State Warriors,110,Cleveland Cavaliers,102,Away,2018,Golden State Warriors
Golden State Warriors,108,Cleveland Cavaliers,85,Away,2018,Golden State Warriors
Brooklyn Nets,111,Philadelphia 76ers,102,Away,2019,Brooklyn Nets
Orlando Magic,104,Toronto Raptors,101,Away,2019,Orlando Magic
Los Angeles Clippers,104,Golden State Warriors,121,Home,2019,Golden State Warriors
San Antonio Spurs,101,Denver Nuggets,96,Away,2019,San Antonio Spurs
Indiana Pacers,74,Boston Celtics,84,Home,2019,Boston Celtics
Oklahoma City Thunder,99,Portland Trail Blazers,104,Home,2019,Portland Trail Blazers
Detroit Pistons,86,Milwaukee Bucks,121,Home,2019,Milwaukee Bucks
Utah Jazz,90,Houston Rockets,122,Home,2019,Houston Rockets
Brooklyn Nets,123,Philadelphia 76ers,145,Home,2019,Philadelphia 76ers
Los Angeles Clippers,135,Golden State Warriors,131,Away,2019,Los Angeles Clippers
Orlando Magic,82,Toronto Raptors,111,Home,2019,Toronto Raptors
San Antonio Spurs,105,Denver Nuggets,114,Home,2019,Denver Nuggets
Oklahoma City Thunder,94,Portland Trail Blazers,114,Home,2019,Portland Trail Blazers
Indiana Pacers,91,Boston Celtics,99,Home,2019,Boston Celtics
Detroit Pistons,99,Milwaukee Bucks,120,Home,2019,Milwaukee Bucks
Utah Jazz,98,Houston Rockets,118,Home,2019,Houston Rockets
Philadelphia 76ers,131,Brooklyn Nets,115,Away,2019,Philadelphia 76ers
Denver Nuggets,108,San Antonio Spurs,118,Home,2019,San Antonio Spurs
Golden State Warriors,132,Los Angeles Clippers,105,Away,2019,Golden State Warriors
Toronto Raptors,98,Orlando Magic,93,Away,2019,Toronto Raptors
Boston Celtics,104,Indiana Pacers,96,Away,2019,Boston Celtics
Portland Trail Blazers,108,Oklahoma City Thunder,120,Home,2019,Oklahoma City Thunder
Philadelphia 76ers,112,Brooklyn Nets,108,Away,2019,Philadelphia 76ers
Denver Nuggets,117,San Antonio Spurs,103,Away,2019,Denver Nuggets
Milwaukee Bucks,119,Detroit Pistons,103,Away,2019,Milwaukee Bucks
Houston Rockets,104,Utah Jazz,101,Away,2019,Houston Rockets
Boston Celtics,110,Indiana Pacers,106,Away,2019,Boston Celtics
Golden State Warriors,113,Los Angeles Clippers,105,Away,2019,Golden State Warriors
Toronto Raptors,107,Orlando Magic,85,Away,2019,Toronto Raptors
Portland Trail Blazers,111,Oklahoma City Thunder,98,Away,2019,Portland Trail Blazers
Milwaukee Bucks,127,Detroit Pistons,104,Away,2019,Milwaukee Bucks
Houston Rockets,91,Utah Jazz,107,Home,2019,Utah Jazz
Orlando Magic,96,Toronto Raptors,115,Home,2019,Toronto Raptors
Brooklyn Nets,100,Philadelphia 76ers,122,Home,2019,Philadelphia 76ers
San Antonio Spurs,90,Denver Nuggets,108,Home,2019,Denver Nuggets
Oklahoma City Thunder,115,Portland Trail Blazers,118,Home,2019,Portland Trail Blazers
Utah Jazz,93,Houston Rockets,100,Home,2019,Houston Rockets
Los Angeles Clippers,129,Golden State Warriors,121,Away,2019,Los Angeles Clippers
Denver Nuggets,103,San Antonio Spurs,120,Home,2019,San Antonio Spurs
Golden State Warriors,129,Los Angeles Clippers,110,Away,2019,Golden State Warriors
Philadelphia 76ers,95,Toronto Raptors,108,Home,2019,Toronto Raptors
San Antonio Spurs,86,Denver Nuggets,90,Home,2019,Denver Nuggets
Boston Celtics,112,Milwaukee Bucks,90,Away,2019,Boston Celtics
Houston Rockets,100,Golden State Warriors,104,Home,2019,Golden State Warriors
Philadelphia 76ers,94,Toronto Raptors,89,Away,2019,Philadelphia 76ers
Portland Trail Blazers,113,Denver Nuggets,121,Home,2019,Denver Nuggets
Boston Celtics,102,Milwaukee Bucks,123,Home,2019,Milwaukee Bucks
Houston Rockets,109,Golden State Warriors,115,Home,2019,Golden State Warriors
Portland Trail Blazers,97,Denver Nuggets,90,Away,2019,Portland Trail Blazers
Toronto Raptors,95,Philadelphia 76ers,116,Home,2019,Philadelphia 76ers
Milwaukee Bucks,123,Boston Celtics,116,Away,2019,Milwaukee Bucks
Denver Nuggets,137,Portland Trail Blazers,140,Home,2019,Portland Trail Blazers
Golden State Warriors,121,Houston Rockets,126,Home,2019,Houston Rockets
Toronto Raptors,101,Philadelphia 76ers,96,Away,2019,Toronto Raptors
Denver Nuggets,116,Portland Trail Blazers,112,Away,2019,Denver Nuggets
Milwaukee Bucks,113,Boston Celtics,101,Away,2019,Milwaukee Bucks
Golden State Warriors,108,Houston Rockets,112,Home,2019,Houston Rockets
Philadelphia 76ers,89,Toronto Raptors,125,Home,2019,Toronto Raptors
Portland Trail Blazers,98,Denver Nuggets,124,Home,2019,Denver Nuggets
Boston Celtics,91,Milwaukee Bucks,116,Home,2019,Milwaukee Bucks
Houston Rockets,99,Golden State Warriors,104,Home,2019,Golden State Warriors
Toronto Raptors,101,Philadelphia 76ers,112,Home,2019,Philadelphia 76ers
Denver Nuggets,108,Portland Trail Blazers,119,Home,2019,Portland Trail Blazers
Golden State Warriors,118,Houston Rockets,113,Away,2019,Golden State Warriors
Portland Trail Blazers,100,Denver Nuggets,96,Away,2019,Portland Trail Blazers
Philadelphia 76ers,90,Toronto Raptors,92,Home,2019,Toronto Raptors
Portland Trail Blazers,94,Golden State Warriors,116,Home,2019,Golden State Warriors
Toronto Raptors,100,Milwaukee Bucks,108,Home,2019,Milwaukee Bucks
Portland Trail Blazers,111,Golden State Warriors,114,Home,2019,Golden State Warriors
Toronto Raptors,103,Milwaukee Bucks,125,Home,2019,Milwaukee Bucks
Golden State Warriors,110,Portland Trail Blazers,99,Away,2019,Golden State Warriors
Milwaukee Bucks,112,Toronto Raptors,118,Home,2019,Toronto Raptors
Golden State Warriors,119,Portland Trail Blazers,117,Away,2019,Golden State Warriors
Milwaukee Bucks,102,Toronto Raptors,120,Home,2019,Toronto Raptors
Toronto Raptors,105,Milwaukee Bucks,99,Away,2019,Toronto Raptors
Milwaukee Bucks,94,Toronto Raptors,100,Home,2019,Toronto Raptors
Golden State Warriors,109,Toronto Raptors,118,Home,2019,Toronto Raptors
Golden State Warriors,109,Toronto Raptors,104,Away,2019,Golden State Warriors
Toronto Raptors,123,Golden State Warriors,109,Away,2019,Toronto Raptors
Toronto Raptors,105,Golden State Warriors,92,Away,2019,Toronto Raptors
Golden State Warriors,106,Toronto Raptors,105,Away,2019,Golden State Warriors
Toronto Raptors,114,Golden State Warriors,110,Away,2019,Toronto Raptors
Utah Jazz,125,Denver Nuggets,135,Home,2020,Denver Nuggets
Brooklyn Nets,110,Toronto Raptors,134,Home,2020,Toronto Raptors
Philadelphia 76ers,101,Boston Celtics,109,Home,2020,Boston Celtics
Dallas Mavericks,110,Los Angeles Clippers,118,Home,2020,Los Angeles Clippers
Orlando Magic,122,Milwaukee Bucks,110,Away,2020,Orlando Magic
Miami Heat,113,Indiana Pacers,101,Away,2020,Miami Heat
Oklahoma City Thunder,108,Houston Rockets,123,Home,2020,Houston Rockets
Portland Trail Blazers,100,Los Angeles Lakers,93,Away,2020,Portland Trail Blazers
Brooklyn Nets,99,Toronto Raptors,104,Home,2020,Toronto Raptors
Utah Jazz,124,Denver Nuggets,105,Away,2020,Utah Jazz
Philadelphia 76ers,101,Boston Celtics,128,Home,2020,Boston Celtics
Dallas Mavericks,127,Los Angeles Clippers,114,Away,2020,Dallas Mavericks
Miami Heat,109,Indiana Pacers,100,Away,2020,Miami Heat
Oklahoma City Thunder,98,Houston Rockets,111,Home,2020,Houston Rockets
Orlando Magic,96,Milwaukee Bucks,111,Home,2020,Milwaukee Bucks
Portland Trail Blazers,88,Los Angeles Lakers,111,Home,2020,Los Angeles Lakers
Toronto Raptors,117,Brooklyn Nets,92,Away,2020,Toronto Raptors
Denver Nuggets,87,Utah Jazz,124,Home,2020,Utah Jazz
Boston Celtics,102,Philadelphia 76ers,94,Away,2020,Boston Celtics
Los Angeles Clippers,130,Dallas Mavericks,122,Away,2020,Los Angeles Clippers
Milwaukee Bucks,121,Orlando Magic,107,Away,2020,Milwaukee Bucks
Indiana Pacers,115,Miami Heat,124,Home,2020,Miami Heat
Houston Rockets,107,Oklahoma City Thunder,119,Home,2020,Oklahoma City Thunder
Los Angeles Lakers,116,Portland Trail Blazers,108,Away,2020,Los Angeles Lakers
Boston Celtics,110,Philadelphia 76ers,106,Away,2020,Boston Celtics
Los Angeles Clippers,133,Dallas Mavericks,135,Home,2020,Dallas Mavericks
Toronto Raptors,150,Brooklyn Nets,122,Away,2020,Toronto Raptors
Denver Nuggets,127,Utah Jazz,129,Home,2020,Utah Jazz
Milwaukee Bucks,121,Orlando Magic,106,Away,2020,Milwaukee Bucks
Houston Rockets,114,Oklahoma City Thunder,117,Home,2020,Oklahoma City Thunder
Indiana Pacers,87,Miami Heat,99,Home,2020,Miami Heat
Los Angeles Lakers,135,Portland Trail Blazers,115,Away,2020,Los Angeles Lakers
Utah Jazz,107,Denver Nuggets,117,Home,2020,Denver Nuggets
Dallas Mavericks,111,Los Angeles Clippers,154,Home,2020,Los Angeles Clippers
Orlando Magic,104,Milwaukee Bucks,118,Home,2020,Milwaukee Bucks
Oklahoma City Thunder,80,Houston Rockets,114,Home,2020,Houston Rockets
Portland Trail Blazers,122,Los Angeles Lakers,131,Home,2020,Los Angeles Lakers
Boston Celtics,112,Toronto Raptors,94,Away,2020,Boston Celtics
Los Angeles Clippers,111,Dallas Mavericks,97,Away,2020,Los Angeles Clippers
Denver Nuggets,119,Utah Jazz,107,Away,2020,Denver Nuggets
Miami Heat,115,Milwaukee Bucks,104,Away,2020,Miami Heat
Houston Rockets,100,Oklahoma City Thunder,104,Home,2020,Oklahoma City Thunder
